Topic	No	ID	Sentence	Type	LinkAudio
Restaurant	19.2	19.2Viet	Tôi bị dị ứng với sầu riêng, tôi không thích mùi của nó. Mỗi lần ăn xong, tôi bị tiêu chảy.	Viet	
Restaurant	19.2	19.2Eng	I am allergic to durian, and I dislike the smell. Whenever I have it, I will have diarrhea.	Eng	https://luandai123.github.io/English_Daily/6.19.2-Eng.mp3
Restaurant	19.2	19.2Phon	aɪ æm əˈlɜ:rʤɪk tu: ˈdʊriən ænd aɪ dɪˈslaɪk ðə smɛl wenˈevər aɪ hæv ɪt aɪ wɪl hæv ˌdaɪəˈri:ə	Phon	
Restaurant	19.3	19.3Viet	Tôi bị dị ứng với bột ngọt. Mỗi lần ăn xong, tôi bị đau đầu.	Viet	
Restaurant	19.3	19.3Eng	I am allergic to monosodium glutamate (MSG). Whenever I have it, I will have a headache.	Eng	https://luandai123.github.io/English_Daily/6.19.3-Eng.mp3
Restaurant	19.3	19.3Phon	aɪ æm əˈlɜ:rʤɪk tu: ˌmaːnəsoʊdiəm ˈɡluːtəmeɪt ˌemesˈdʒiː wenˈevər aɪ hæv ɪt aɪ wɪl hæv ə ˈhɛdeɪk	Phon	
Restaurant	20	20Struc	HAVE YOU EATEN… BEFORE? /Bạn đã ăn… trước kia chưa?/	Struc	
Restaurant	20.1	20.1Viet	Bạn đã ăn cua hoàng đế bao giờ chưa?	Viet	
Restaurant	20.1	20.1Eng	Have you eaten king crab before?	Eng	https://luandai123.github.io/English_Daily/6.20.1-Eng.mp3
Restaurant	20.1	20.1Phon	hæv ju: ˈi:tən kɪŋ kræb bɪˈfɔ:r	Phon	
Restaurant	20.2	20.2Viet	Bạn đã ăn gỏi sứa bao giờ chưa?	Viet	
Restaurant	20.2	20.2Eng	Have you eaten jelly fish salad before?	Eng	https://luandai123.github.io/English_Daily/6.20.2-Eng.mp3
Restaurant	20.2	20.2Phon	hæv ju: ˈi:tən ˈʤɛli fɪʃ ˈsæləd bɪˈfɔr	Phon	
Restaurant	20.3	20.3Viet	Bạn đã ăn sườn cừu bao giờ chưa?	Viet	
Restaurant	20.3	20.3Eng	Have you eaten lamb chop before?	Eng	https://luandai123.github.io/English_Daily/6.20.3-Eng.mp3
Restaurant	20.3	20.3Phon	hæv ju: ˈi:tən læm ʧa:p bɪˈfɔ:r	Phon	
Restaurant	21	21Struc	I WOULD LIKE A TABLE + VỊ TRÍ /Tôi muốn một bàn ở…/	Struc	
Restaurant	21.1	21.1Viet	Cho tôi một bàn bên cạnh cửa sổ nhé?	Viet	
Restaurant	21.1	21.1Eng	I would like a table by the window.	Eng	https://luandai123.github.io/English_Daily/6.21.1-Eng.mp3
Restaurant	21.1	21.1Phon	aɪ wʊd laɪk ə ˈteɪbəl baɪ ðə ˈwɪndoʊ	Phon	
Restaurant	21.2	21.2Viet	Cho tôi một bàn ngoài ban công nhé.	Viet	
Restaurant	21.2	21.2Eng	I would like a table on the terrace.	Eng	https://luandai123.github.io/English_Daily/6.21.2-Eng.mp3
Restaurant	21.2	21.2Phon	aɪ wʊd laɪk ə ˈteɪbəl a:n ðə ˈtɛrəs	Phon	
Restaurant	21.3	21.3Viet	Cho tôi một bàn ở trong góc nhé.	Viet	
Restaurant	21.3	21.3Eng	I would like a table in the corner.	Eng	https://luandai123.github.io/English_Daily/6.21.3-Eng.mp3
Restaurant	21.3	21.3Phon	aɪ wʊd laɪk ə ˈteɪbəl ɪn ðə ˈkɔ:rnər	Phon	
Restaurant	21.4	21.4Viet	Cho tôi một bàn ở khu không hút thuốc nhé.	Viet	
Restaurant	21.4	21.4Eng	I would like a table in the non-smoking area.	Eng	https://luandai123.github.io/English_Daily/6.21.4-Eng.mp3
Restaurant	21.4	21.4Phon	aɪ wʊd laɪk ə ˈteɪbəl ɪn ðə ˌnaːnˈsmoʊkɪŋ ˈeriə	Phon	
Restaurant	21.5	21.5Viet	Cho tôi một bàn ở ngoài vườn nhé.	Viet	
Restaurant	21.5	21.5Eng	I would like a table in the garden.	Eng	https://luandai123.github.io/English_Daily/6.21.5-Eng.mp3
Restaurant	21.5	21.5Phon	aɪ wʊd laɪk ə ˈteɪbəl ɪn ðə ˈga:rdən	Phon	
Anger	-	-Video	Anger.mp4	Video	https://luandai123.github.io/English_Daily/Anger.mp4
Anger	-	-Audio	Anger.mp3	Audio	https://luandai123.github.io/English_Daily/Anger.mp3
Anger	-	-Word	Anger.docx	Word	https://luandai123.github.io/English_Daily/Anger.docx
Anger	-	-Excel	Anger.xlsx	Excel	https://luandai123.github.io/English_Daily/Anger.xlsx
Anger	-	-Pdf	Anger.pdf	Pdf	https://luandai123.github.io/English_Daily/Anger.pdf
Anger	1	1Struc	S + TO BE SO MAD AT + SOMEONE /Nổi giận/nổi điên với ai đó…/	Struc	
Anger	1.1	1.1Viet	Hiện giờ tôi đang rất giận bạn.	Viet	
Anger	1.1	1.1Eng	I’m so mad at you right now.	Eng	https://luandai123.github.io/English_Daily/7.1.1-Eng.mp3
Anger	1.1	1.1Phon	aɪm soʊ mæd æt ju: raɪt naʊ	Phon	
Anger	1.2	1.2Viet	Anh ấy nổi giận với cô ấy.	Viet	
Anger	1.2	1.2Eng	He is so mad at her.	Eng	https://luandai123.github.io/English_Daily/7.1.2-Eng.mp3
Anger	1.2	1.2Phon	hi: ɪz soʊ mæd æt hɜ:r	Phon	
Anger	1.3	1.3Viet	Tôi rất giận cô ấy.	Viet	
Anger	1.3	1.3Eng	I am so mad at her.	Eng	https://luandai123.github.io/English_Daily/7.1.3-Eng.mp3
Anger	1.3	1.3Phon	aɪ æm soʊ mæd æt hɜ:r	Phon	
Anger	1.4	1.4Viet	Mẹ tôi nổi giận với tôi.	Viet	
Anger	1.4	1.4Eng	My mom is so mad at me.	Eng	https://luandai123.github.io/English_Daily/7.1.4-Eng.mp3
Anger	1.4	1.4Phon	maɪ ma:m ɪz soʊ mæd æt mi:	Phon	
Anger	2	2Struc	S1 + TO BE GOING TO BE + TÍNH TỪ WHEN S1 FINDS OUT WHAT HAPPENED /Ai đó sẽ... khi phát hiện chuyện đã xảy ra/	Struc	
Anger	2.1	2.1Viet	Mẹ của bạn sẽ nổi giận khi bà ấy phát hiện chuyện đã xảy ra.	Viet	
Anger	2.1	2.1Eng	Your mom is going to be furious when she finds out what happened.	Eng	https://luandai123.github.io/English_Daily/7.2.1-Eng.mp3
Anger	2.1	2.1Phon	jʊr ma:m ɪz ˈgoʊɪŋ tu: bi: ˈfjʊriəs wɛn ʃi: faɪndz aʊt wʌt ˈhæpənd	Phon	
Anger	2.2	2.2Viet	Anh ấy sẽ buồn khi anh ấy phát hiện chuyện đã xảy ra.	Viet	
Anger	2.2	2.2Eng	He is going to be upset when he finds out what happened.	Eng	https://luandai123.github.io/English_Daily/7.2.2-Eng.mp3
Anger	2.2	2.2Phon	hi: ɪz ˈgoʊɪŋ tu: bi: ʌpˈset wɛn hi: faɪndz aʊt wʌt ˈhæpənd	Phon	
Anger	2.3	2.3Viet	Bạn sẽ nổi giận khi bạn phát hiện chuyện đã xảy ra.	Viet	
Anger	2.3	2.3Eng	You are going to be furious when you find out what happened.	Eng	https://luandai123.github.io/English_Daily/7.2.3-Eng.mp3
Anger	2.3	2.3Phon	ju: a:r ˈgoʊɪŋ tu: bi: ˈfjʊriəs wɛn ju: faɪnd aʊt wʌt ˈhæpənd	Phon	
Anger	3	3Struc	S + NEED TO BETTER CONTROL S’S TEMPER /Cần kiềm chế tính khí/	Struc	
Anger	3.1	3.1Viet	Tôi cần kiềm chế tính khí của mình nhiều hơn.	Viet	
Anger	3.1	3.1Eng	I need to better control my temper.	Eng	https://luandai123.github.io/English_Daily/7.3.1-Eng.mp3
Anger	3.1	3.1Phon	aɪ ni:d tu: ˈbɛtər kənˈtroʊl maɪ ˈtɛmpər	Phon	
Anger	3.2	3.2Viet	Bạn nên kiềm chế tính khí của bạn nhiều hơn.	Viet	
Anger	3.2	3.2Eng	You need to better control your temper.	Eng	https://luandai123.github.io/English_Daily/7.3.2-Eng.mp3
Anger	3.2	3.2Phon	ju: ni:d tu: ˈbɛtər kənˈtroʊl jʊr ˈtɛmpər	Phon	
Anger	3.3	3.3Viet	Anh ấy cần kiềm chế tính khí của ảnh nhiều hơn.	Viet	
Anger	3.3	3.3Eng	He needs to better control his temper.	Eng	https://luandai123.github.io/English_Daily/7.3.3-Eng.mp3
Anger	3.3	3.3Phon	hi: ni:dz tu: ˈbɛtər kənˈtroʊl hɪz ˈtɛmpər	Phon	
Anger	4	4Struc	IT WON’T HELP ANYTHING IF + S GET ANGRY /Không giải quyết được gì cả nếu nổi giận/	Struc	
Anger	4.1	4.1Viet	Nếu anh nổi giận thì nó không giải quyết được gì cả.	Viet	
Anger	4.1	4.1Eng	It won’t help anything if you get angry.	Eng	https://luandai123.github.io/English_Daily/7.4.1-Eng.mp3
Anger	4.1	4.1Phon	ɪt woʊnt hɛlp ˈɛniθɪŋ ɪf ju: gɛt ˈæŋgri	Phon	
Anger	4.2	4.2Viet	Nếu tôi nổi giận thì nó không giải quyết được gì cả.	Viet	
Anger	4.2	4.2Eng	It won’t help anything if I get angry.	Eng	https://luandai123.github.io/English_Daily/7.4.2-Eng.mp3
Anger	4.2	4.2Phon	ɪt woʊnt hɛlp ˈɛniθɪŋ ɪf aɪ gɛt ˈæŋgri	Phon	
Anger	4.3	4.3Viet	Nếu anh ấy nổi giận thì nó không giải quyết được gì cả.	Viet	
Anger	4.3	4.3Eng	It won’t help anything if he gets angry.	Eng	https://luandai123.github.io/English_Daily/7.4.3-Eng.mp3
Anger	4.3	4.3Phon	ɪt woʊnt hɛlp ˈɛniθɪŋ ɪf hi: gɛts ˈæŋgri	Phon	
Anger	5	5Struc	DO SOMETHING ON PURPOSE /Cố tình làm chuyện gì/	Struc	
Anger	5.1	5.1Viet	Tôi chắc chắn là anh ấy không cố tình làm như vậy.	Viet	
Anger	5.1	5.1Eng	I’m sure he didn’t do it on purpose.	Eng	https://luandai123.github.io/English_Daily/7.5.1-Eng.mp3
Anger	5.1	5.1Phon	aɪm ʃʊr hi: ˈdɪdənt du: ɪt a:n ˈpɜ:rpəs	Phon	
Anger	5.2	5.2Viet	Bạn cố tình làm chuyện này à?	Viet	
Anger	5.2	5.2Eng	Do you do it on purpose?	Eng	https://luandai123.github.io/English_Daily/7.5.2-Eng.mp3
Anger	5.2	5.2Phon	du: ju: du: ɪt a:n ˈpɜ:rpəs	Phon	
Anger	5.3	5.3Viet	Tôi cố ý làm điều đó.	Viet	
Anger	5.3	5.3Eng	I do it on purpose.	Eng	https://luandai123.github.io/English_Daily/7.5.3-Eng.mp3
Anger	5.3	5.3Phon	aɪ du: ɪt a:n ˈpɜ:rpəs	Phon	
Anger	6	6Struc	S1 + KNOW/KNOWS HOW MUCH + S2 HATE… /Biết là ai đó rất ghét/	Struc	
Anger	6.1	6.1Viet	Anh ta biết là tôi rất ghét bị cho leo cây.	Viet	
Anger	6.1	6.1Eng	He knows how much I hate being stood up.	Eng	https://luandai123.github.io/English_Daily/7.6.1-Eng.mp3
Anger	6.1	6.1Phon	hi: noʊz haʊ mʌʧ aɪ heɪt ˈbi:ɪŋ stʊd ʌp	Phon	
Anger	6.2	6.2Viet	Bạn biết là tôi rất ghét bị chờ lâu.	Viet	
Anger	6.2	6.2Eng	You know how much I hate being kept waiting.	Eng	https://luandai123.github.io/English_Daily/7.6.2-Eng.mp3
Anger	6.2	6.2Phon	ju: noʊ haʊ mʌʧ aɪ heɪt ˈbi:ɪŋ kɛpt ˈweɪtɪŋ	Phon	
Anger	6.3	6.3Viet	Tôi biết là anh rất ghét bị phí thời giờ.	Viet	
Anger	6.3	6.3Eng	I know how much you hate having your time wasted.	Eng	https://luandai123.github.io/English_Daily/7.6.3-Eng.mp3
Anger	6.3	6.3Phon	aɪ noʊ haʊ mʌʧ ju: heɪt ˈhævɪŋ jʊr taɪm ˈweɪstɪd	Phon	
Anger	7	7Struc	S + TO BE + TOO MAD TO THINK... /Ai đó quá giận nên không kịp suy nghĩ…/	Struc	
Anger	7.1	7.1Viet	Tôi đã quá giận nên không kịp suy nghĩ đúng đắn.	Viet	
Anger	7.1	7.1Eng	I was simply too mad to think straight.	Eng	https://luandai123.github.io/English_Daily/7.7.1-Eng.mp3
Anger	7.1	7.1Phon	aɪ wʌz ˈsɪmpli tu: mæd tu: θɪŋk streɪt	Phon	
Anger	7.2	7.2Viet	Tôi đã quá giận nên không kịp suy nghĩ rõ ràng.	Viet	
Anger	7.2	7.2Eng	I was simply too mad to think clearly.	Eng	https://luandai123.github.io/English_Daily/7.7.2-Eng.mp3
Anger	7.2	7.2Phon	aɪ wʌz ˈsɪmpli tu: mæd tu: θɪŋk ˈklɪrli	Phon	
Anger	7.3	7.3Viet	Tôi đã quá giận nên không kịp suy nghĩ hợp lý.	Viet	
Anger	7.3	7.3Eng	I was simply too mad to think sensibly.	Eng	https://luandai123.github.io/English_Daily/7.7.3-Eng.mp3
Anger	7.3	7.3Phon	aɪ wʌz ˈsɪmpli tu: mæd tu: θɪŋk ˈsensəbli	Phon	
Anger	8	8Struc	MAYBE I WON’T STOP BEING FRIEND WITH…, BUT I’M STILL GOING TO... /Có lẽ là tôi sẽ không chấm dứt mối quan hệ bạn bè với..., nhưng tôi sẽ vẫn…/	Struc	
Anger	8.1	8.1Viet	Có lẽ tôi sẽ không chấm dứt mối quan hệ bạn bè với anh ấy, nhưng tôi vẫn phải mắng cho anh ta một trận.	Viet	
Anger	8.1	8.1Eng	Maybe I won’t stop being friend with him, but I’m still going to tell him off.	Eng	https://luandai123.github.io/English_Daily/7.8.1-Eng.mp3
Anger	8.1	8.1Phon	ˈmeɪbi aɪ woʊnt sta:p ˈbi:ɪŋ frɛnd wɪð hɪm bʌt aɪm stɪl ˈgoʊɪŋ tu: tɛl hɪm a:f	Phon	
Anger	8.2	8.2Viet	Có lẽ tôi sẽ không chấm dứt mối quan hệ bạn bè với cô ấy, nhưng tôi vẫn phải nói cho cổ biết suy nghĩ của tôi về cổ.	Viet	
Anger	8.2	8.2Eng	Maybe I won’t stop being friend with her, but I’m still going to tell her what I think about her.	Eng	https://luandai123.github.io/English_Daily/7.8.2-Eng.mp3
Anger	8.2	8.2Phon	ˈmeɪbi aɪ woʊnt sta:p ˈbi:ɪŋ frɛnd wɪð hɜ:r bʌt aɪm stɪl ˈgoʊɪŋ tu: tɛl hɜ:r wʌt aɪ θɪŋk əˈbaʊt hɜ:r	Phon	
Anger	8.3	8.3Viet	Có lẽ tôi sẽ không chấm dứt mối quan hệ bạn bè với anh, nhưng tôi vẫn phải nói hết cho nhẹ người.	Viet	
Anger	8.3	8.3Eng	Maybe I won’t stop being friend with you, but I’m still going to tell you what I think about you.	Eng	https://luandai123.github.io/English_Daily/7.8.3-Eng.mp3
Anger	8.3	8.3Phon	ˈmeɪbi aɪ woʊnt sta:p ˈbi:ɪŋ frɛnd wɪð ju: bʌt aɪm stɪl ˈgoʊɪŋ tu: tɛl ju: wʌt aɪ θɪŋk əˈbaʊt ju:	Phon	
Anger	9	9Struc	I DON’T UNDERSTAND HOW + CHỦ NGỮ CAN BE SO + TÍNH TỪ /Tôi không hiểu làm sao... Có thể…/	Struc	
Anger	9.1	9.1Viet	Tôi không hiểu làm sao mà cô ấy lại có thể vô trách nhiệm đến như vậy.	Viet	
Anger	9.1	9.1Eng	I don’t understand how she can be so irresponsible.	Eng	https://luandai123.github.io/English_Daily/7.9.1-Eng.mp3
Anger	9.1	9.1Phon	aɪ doʊnt ˌʌndərˈstænd haʊ ʃi: kæn bi: soʊ ˌɪrəˈspaːnsəbəl	Phon	
Anger	9.2	9.2Viet	Tôi không hiểu làm sao mà anh ấy lại có thể bất cẩn đến như vậy.	Viet	
Anger	9.2	9.2Eng	I don’t understand how he can be so careless.	Eng	https://luandai123.github.io/English_Daily/7.9.2-Eng.mp3
Anger	9.2	9.2Phon	aɪ doʊnt ˌʌndərˈstænd haʊ hi: kæn bi: soʊ ˈkerləs	Phon	
Anger	9.3	9.3Viet	Tôi không hiểu sao bạn có thể thiếu suy nghĩ vậy.	Viet	
Anger	9.3	9.3Eng	I don’t understand how you can be so thoughtless.	Eng	https://luandai123.github.io/English_Daily/7.9.3-Eng.mp3
Anger	9.3	9.3Phon	aɪ doʊnt ˌʌndərˈstænd haʊ ju: kæn bi: soʊ ˈθaːtləs	Phon	
Travel	-	-Video	Travel.mp4	Video	https://luandai123.github.io/English_Daily/Travel.mp4
Travel	-	-Audio	Travel.mp3	Audio	https://luandai123.github.io/English_Daily/Travel.mp3
Travel	-	-Word	Traveldocx	Word	https://luandai123.github.io/English_Daily/Traveldocx
Travel	-	-Excel	Travelxlsx	Excel	https://luandai123.github.io/English_Daily/Travelxlsx
Travel	-	-Pdf	Travel.pdf	Pdf	https://luandai123.github.io/English_Daily/Travel.pdf
Travel	1	1Struc	I’VE NEVER BEEN + TÊN NƠI ĐẾN / Tôi chưa bao giờ đi ... /	Struc	
Travel	1.1	1.1Viet	Tôi chưa bao giờ đi nước ngoài.	Viet	
Travel	1.1	1.1Eng	I’ve never been abroad.	Eng	https://luandai123.github.io/English_Daily/8.1.1-Eng.mp3
Travel	1.1	1.1Phon	aɪv ˈnɛvər bɪn əˈbrɔd	Phon	
Travel	1.2	1.2Viet	Tôi chưa bao giờ đi Mỹ.	Viet	
Travel	1.2	1.2Eng	I’ve never been to the USA.	Eng	https://luandai123.github.io/English_Daily/8.1.2-Eng.mp3
Travel	1.2	1.2Phon	aɪv ˈnɛvər bɪn tu ˈjuˈɛˈseɪ	Phon	
Travel	1.3	1.3Viet	Tôi chưa bao giờ đi Canada.	Viet	
Travel	1.3	1.3Eng	I’ve never been to Canada.	Eng	https://luandai123.github.io/English_Daily/8.1.3-Eng.mp3
Travel	1.3	1.3Phon	aɪv ˈnɛvər bɪn tu ˈkænədə	Phon	
Travel	2	2Struc	I’M TAKING A PACKAGE TOUR OF + TÊN ĐỊA ĐIỂM / Tôi sẽ đi một chuyến trọn gói đến ... /	Struc	
Travel	2.1	2.1Viet	Tôi sẽ đi một chuyến trọn gói đến Nhật Bản.	Viet	
Travel	2.1	2.1Eng	I’m taking a package tour of Japan.	Eng	https://luandai123.github.io/English_Daily/8.2.1-Eng.mp3
Travel	2.1	2.1Phon	aɪm ˈteɪkɪŋ ə ˈpækəʤ tʊr ʌv ʤəˈpæn	Phon	
Travel	2.2	2.2Viet	Tôi sẽ đi một chuyến trọn gói đến Thái Lan.	Viet	
Travel	2.2	2.2Eng	I’m taking a package tour of Thailand.	Eng	https://luandai123.github.io/English_Daily/8.2.2-Eng.mp3
Travel	2.2	2.2Phon	aɪm ˈteɪkɪŋ ə ˈpækəʤ tʊr ʌv ˈtaɪˌlænd	Phon	
Travel	2.3	2.3Viet	Tôi sẽ đi một chuyến trọn gói đến Đài Loan.	Viet	
Travel	2.3	2.3Eng	I’m taking a package tour of Taiwan.	Eng	https://luandai123.github.io/English_Daily/8.2.3-Eng.mp3
Travel	2.3	2.3Phon	aɪm ˈteɪkɪŋ ə ˈpækəʤ tʊr ʌv ˈtaɪˈwɑn	Phon	
Travel	3	3Struc	ĐỊA ĐIỂM + WILL BE VERY EXPENSIVE DURING THE PEAK SEASON /…rất đắt vào mùa cao điểm/	Struc	
Travel	3.1	3.1Viet	Paris rất đắt trong suốt mùa cao điểm.	Viet	
Travel	3.1	3.1Eng	Paris will be very expensive during the peak season.	Eng	https://luandai123.github.io/English_Daily/8.3.1-Eng.mp3
Travel	3.1	3.1Phon	ˈpɛrɪs wɪl bi ˈvɛri ɪkˈspɛnsɪv ˈdʊrɪŋ ðə pik ˈsizən	Phon	
Travel	3.2	3.2Viet	Đà Lạt rất là đắc đỏ trong suốt mùa cao điểm.	Viet	
Travel	3.2	3.2Eng	Dalat will be very expensive during the peak season.	Eng	https://luandai123.github.io/English_Daily/8.3.2-Eng.mp3
Travel	3.2	3.2Phon	Dalat wɪl bi ˈvɛri ɪkˈspɛnsɪv ˈdʊrɪŋ ðə pik ˈsizən	Phon	
Travel	3.3	3.3Viet	Hong Kong rất đắc đỏ trong suốt mùa cao điểm.	Viet	
Travel	3.3	3.3Eng	Hongkong will be very expensive during the peak season.	Eng	https://luandai123.github.io/English_Daily/8.3.3-Eng.mp3
Travel	3.3	3.3Phon	ˈhɔŋkɔŋ wɪl bi ˈvɛri ɪkˈspɛnsɪv ˈdʊrɪŋ ðə pik ˈsizən	Phon	
Travel	4	4Struc	S + CAN ONLY AFFORD TO STAY AT A + DẠNG KHÁCH SẠN/ NHÀ Ở /Chúng tôi chỉ đủ khả năng trả nổi tiền ở cho …/	Struc	
Travel	4.1	4.1Viet	Chúng tôi chỉ đủ khả năng trả nổi tiền ở cho nhà nghỉ tập thể cho khách du lịch bụi thôi.	Viet	
Travel	4.1	4.1Eng	We can only afford to stay at a backpacker hostel.	Eng	https://luandai123.github.io/English_Daily/8.4.1-Eng.mp3
Travel	4.1	4.1Phon	wi kæn ˈoʊnli əˈfɔrd tu steɪ æt ə ˈbækˌpækər ˈhɑstəl	Phon	
Travel	4.2	4.2Viet	Chúng tôi chỉ đủ khả năng trả nổi tiền cho nhà khách thôi.	Viet	
Travel	4.2	4.2Eng	We can only afford to stay at a guesthouse.	Eng	https://luandai123.github.io/English_Daily/8.4.2-Eng.mp3
Travel	4.2	4.2Phon	wi kæn ˈoʊnli əˈfɔrd tu steɪ æt ə ˈgɛstˌhaʊs	Phon	
Travel	4.3	4.3Viet	Chúng tôi chỉ đủ khả năng ở trong căn hộ nhỏ thôi.	Viet	
Travel	4.3	4.3Eng	We can only afford to stay at a small apartment .	Eng	https://luandai123.github.io/English_Daily/8.4.3-Eng.mp3
Travel	4.3	4.3Phon	wi kæn ˈoʊnli əˈfɔrd tu steɪ æt ə smɔl əˈpɑrtmənt	Phon	
Travel	4.4	4.4Viet	Tôi chỉ đủ khả năng để ở trong khách sạn nhỏ thôi.	Viet	
Travel	4.4	4.4Eng	I can only afford to stay at a small hotel.	Eng	https://luandai123.github.io/English_Daily/8.4.4-Eng.mp3
Travel	4.4	4.4Phon	aɪ kæn ˈoʊnli əˈfɔrd tu steɪ æt ə smɔl hoʊˈtɛl	Phon	
Travel	5	5Struc	I GOT A SPECIAL DEAL AT A + TÊN NƠI Ở / Tôi đã tìm được ưu đãi giảm giá tại …/	Struc	
Travel	5.1	5.1Viet	Tôi đã tìm được ưu đãi giảm giá tại một khách sạn.	Viet	
Travel	5.1	5.1Eng	I got a special deal at a hotel.	Eng	https://luandai123.github.io/English_Daily/8.5.1-Eng.mp3
Travel	5.1	5.1Phon	aɪ gɑt ə ˈspɛʃəl dil æt ə hoʊˈtɛl	Phon	
Travel	5.2	5.2Viet	Tôi đã tìm được ưu đãi giảm giá tại một khu nghỉ dưỡng.	Viet	
Travel	5.2	5.2Eng	I got a special deal at a resort.	Eng	https://luandai123.github.io/English_Daily/8.5.2-Eng.mp3
Travel	5.2	5.2Phon	aɪ gɑt ə ˈspɛʃəl dil æt ə rɪˈzɔrt	Phon	
Travel	5.3	5.3Viet	Tôi đã tìm được ưu đãi giảm giá tại một nhà hàng.	Viet	
Travel	5.3	5.3Eng	I got a special deal at a restaurant.	Eng	https://luandai123.github.io/English_Daily/8.5.3-Eng.mp3
Travel	5.3	5.3Phon	aɪ gɑt ə ˈspɛʃəl dil æt ə ˈrɛstəˌrɑnt	Phon	
Travel	5.4	5.4Viet	Tôi đã tìm được ưu đãi giảm giá tại một nhà nghỉ tập thể.	Viet	
Travel	5.4	5.4Eng	I got a special deal at a hostel.	Eng	https://luandai123.github.io/English_Daily/8.5.4-Eng.mp3
Travel	5.4	5.4Phon	aɪ gɑt ə ˈspɛʃəl dil æt ə ˈhɑstəl	Phon	
Travel	6	6Struc	MY VISA WILL EXPIRE IN + THỜI GIAN /…thị thực của em sẽ hết hạn/	Struc	
Travel	6.1	6.1Viet	Hai ngày nữa thị thực của em sẽ hết hạn.	Viet	
Travel	6.1	6.1Eng	My visa will expire in two days.	Eng	https://luandai123.github.io/English_Daily/8.6.1-Eng.mp3
Travel	6.1	6.1Phon	maɪ ˈvizə wɪl ɪkˈspaɪr ɪn tu deɪz	Phon	
Travel	6.2	6.2Viet	2 tuần nữa thị thực của tôi sẽ hết hạn.	Viet	
Travel	6.2	6.2Eng	My visa will expire in two weeks.	Eng	https://luandai123.github.io/English_Daily/8.6.2-Eng.mp3
Travel	6.2	6.2Phon	maɪ ˈvizə wɪl ɪkˈspaɪr ɪn tu wiks	Phon	
Travel	6.3	6.3Viet	Một năm nữa thị thực của tôi sẽ hết hạn.	Viet	
Travel	6.3	6.3Eng	My visa will expire in 1 year.	Eng	https://luandai123.github.io/English_Daily/8.6.3-Eng.mp3
Travel	6.3	6.3Phon	maɪ ˈvizə wɪl ɪkˈspaɪr ɪn wʌn jɪr	Phon	
Travel	7	7Struc	I WILL PACK + TÊN MÓN ĐỒ IN MY SUITCASE /Tôi sẽ cho …. Vào hành lí/	Struc	
Travel	7.1	7.1Viet	Tôi sẽ cho gối du lịch vào vali.	Viet	
Travel	7.1	7.1Eng	I will pack travel pillow in my suitcase.	Eng	https://luandai123.github.io/English_Daily/8.7.1-Eng.mp3
Travel	7.1	7.1Phon	aɪ wɪl pæk ˈtrævəl ˈpɪloʊ ɪn maɪ ˈsutˌkeɪs	Phon	
Travel	7.2	7.2Viet	Tôi sẽ cho gậy selfie vào vali.	Viet	
Travel	7.2	7.2Eng	I will pack a selfie stick in my suitcase.	Eng	https://luandai123.github.io/English_Daily/8.7.2-Eng.mp3
Travel	7.2	7.2Phon	aɪ wɪl pæk ə selfie stɪk ɪn maɪ ˈsutˌkeɪs	Phon	
Travel	7.3	7.3Viet	Tôi sẽ cho máy ảnh vào vali.	Viet	
Travel	7.3	7.3Eng	I will pack a camera in my suitcase.	Eng	https://luandai123.github.io/English_Daily/8.7.3-Eng.mp3
Travel	7.3	7.3Phon	aɪ wɪl pæk ə ˈkæmərə ɪn maɪ ˈsutˌkeɪs	Phon	
Travel	7.4	7.4Viet	Tôi sẽ cho cục sạc bỏ túi vào va li.	Viet	
Travel	7.4	7.4Eng	I will pack a portable charger in my suitcase.	Eng	https://luandai123.github.io/English_Daily/8.7.4-Eng.mp3
Travel	7.4	7.4Phon	aɪ wɪl pæk ə ˈpɔrtəbəl ˈʧɑrʤər ɪn maɪ ˈsutˌkeɪs	Phon	
Travel	7.5	7.5Viet	Tôi sẽ cho túi đựng đồ vệ sinh cá nhân vào vali.	Viet	
Travel	7.5	7.5Eng	I will pack a toiletry bag in my suitcase.	Eng	https://luandai123.github.io/English_Daily/8.7.5-Eng.mp3
Travel	7.5	7.5Phon	aɪ wɪl pæk ə ˈtɔɪlətri bæg ɪn maɪ ˈsutˌkeɪs	Phon	
Travel	7.6	7.6Viet	Tôi sẽ cho máy nghe nhạc mp4 và tai nghe vào vali.	Viet	
Travel	7.6	7.6Eng	I will pack a mp4 player and my earbuds in my suitcase.	Eng	https://luandai123.github.io/English_Daily/8.7.6-Eng.mp3
